TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted
engineering multi-specific antibodies against hiv-1,Padte NN,10.1186/s12977-018-0439-9,2018,NR,,,
enhanced efficiency of female-to-male hiv transmission in core groups in developing countries: the need to target men,O'Farrell N,10.1097/00007435-200102000-00005,2001,NR,,,
"genetic characterization and transmitted drug resistance of the hiv type 1 epidemic in men who have sex with men in beijing, china",Li L,10.1089/aid.2012.0281,2013,NR,,,
human immunodeficiency virus (hiv)-specific gamma interferon secretion directed against all expressed hiv genes: relationship to rate of cd4 decline,Peretz Y,,2005,NR,,,
enhancement of gp120-specific immune responses by genetic vaccination with the human immunodeficiency virus type 1 envelope gene fused to the gene coding for soluble ctla4,Nayak BP,,2003,NR,,,
genetic characterization of a novel hiv-1 circulating recombinant form (crf74-01b) identified among intravenous drug users in malaysia: recombination history and phylogenetic linkage with previously defined recombinant lineages,Cheong HT,10.1371/journal.pone.0133883,2015,NR,,,
pro-apoptotic activity of hiv-1 auxiliary regulatory protein vpr is subtype-dependent and potently enhanced by nonconservative changes of the leucine residue at position 64,Jian H,,2003,NR,,,
genetic characterization of hiv type 1 from migrant workers in three south african gold mines,Bredell H,,1998,NR,,,
enhancing exposure of hiv-1 neutralization epitopes through mutations in gp41,Blish CA,10.1371/journal.pmed.0050009,2008,NR,,,
"envelope diversity, coreceptor usage and syncytium-inducing phenotype of hiv-1 variants in saliva and blood during primary infection",Freel SA,,2003,NR,,,
ensuring community participation during program planning: lessons learned during the development of a hiv/sti program for young sexual and gender minorities,Bauermeister JA,10.1002/ajcp.12147,2017,NR,,,
genetic characterization of human immunodeficiency virus type 1 transmission in the middle east and north africa,Sallam M,10.1016/j.heliyon.2017.e00352,2017,NR,,,
"genetic characterization of incident hiv type 1 subtype e and b strains from a prospective cohort of injecting drug users in bangkok, thailand",Subbarao S,,2000,NR,,,
genetic characterization of rebounding human immunodeficiency virus type 1 in plasma during multiple interruptions of highly active antiretroviral therapy,Dybul M,,2003,NR,,,
genetic characterization of respiratory syncytial viruses isolated from consecutive acute respiratory infections in a hiv infected child,Arbiza J,,2006,NR,,,
"genetic characterization of vif, vpr, and vpu sequences from long-term survivors of human immunodeficiency virus type 1 infection",Zhang L,,1997,NR,,,
variability at human immunodeficiency virus type 1 subtype c protease cleavage sites: an indication of viral fitness?,de Oliveira T,,2003,NR,,,
"genetic comparison of hiv-1 isolates from africa, europe, and north america",Louwagie J,,1992,NR,,,
role of the human immunodeficiency virus type 1 envelope gene in viral fitness,Rangel HR,,2003,NR,,,
diminished rna primer usage associated with the l74v and m184v mutations in the reverse transcriptase of human immunodeficiency virus type 1 provides a possible mechanism for diminished viral replication capacity,Diallo K,,2003,NR,,,
human immunodeficiency virus infection and associated factors among specific population subgroups in cameroon,Mosoko JJ,,2009,NR,,,
a non-replicating adenoviral vector as a potential hiv vaccine,Shiver J,,2003,NR,,,
envelope characteristics in individuals who developed neutralizing antibodies targeting different epitopes in hiv-1 subtype c infection,Ndlovu B,10.1016/j.virol.2020.03.003,2020,NR,,,
genetic diversity among mycobacterium avium complex strains recovered from children with and without human immunodeficiency virus infection,Swanson DS,,1998,NR,,,
"genetic diversity and antiretroviral drug resistance among drug-naive hiv type 1 infected patients attending clinics in kinshasa, democratic republic of congo",Kamangu EN,10.1111/tmi.12574,2015,NR,,,
environmental influences on hiv medication adherence: the role of neighborhood disorder,Surratt HL,10.2105/AJPH.2015.302612,2015,NR,,,
episodic sexual transmission of hiv revealed by molecular phylodynamics,Lewis F,10.1371/journal.pmed.0050050,2008,NR,,,
genetic diversity and drug resistance among newly diagnosed and antiretroviral treatment-naive hiv-infected individuals in western yunnan: a hot area of viral recombination in china,Chen Min,,2012,NR,,,
epitope exposure on the outer face of the chikungunya virus envelope determines antibody neutralizing efficacy,Fong RH,,2017,NR,,,
"human immunodeficiency virus screening in a cosmopolitan, urban emergency department: is the yield worth the effort?",Heller MB,10.1111/j.1553-2712.2011.01073.x,2011,NR,,,
"genetic diversity and drug resistance mutations in hiv type 1 from untreated patients in bamako, mali",Derache A,,2007,NR,,,
epitope specificity and envelope diversity in an elite neutralizer from the san francisco bay area,O'Rourke SM,10.1089/aid.2011.1502,2011,NR,,,
reduced fitness of hiv-1 resistant to cxcr4 antagonists,Armand-Ugon M,,2003,NR,,,
epitope-independent purification of nativelike envelope trimers from diverse hiv-1 isolates,Verkerke HP,10.1128/JVI.01351-16,2016,NR,,,
"genetic diversity and drug resistance mutations in hiv-1 from untreated patients in niamey, niger",Mamadou S,10.5402/2011/797463,2011,NR,,,
escape from autologous neutralizing antibodies in acute/early subtype c hiv-1 infection requires multiple pathways,Rong R,10.1371/journal.ppat.1000594,2009,NR,,,
genetic diversity and drug resistance of hiv type 1 circulating recombinant form_bc among drug users in guangdong province,Yu G,10.1089/aid.2008.0312,2009,NR,,,
limited breadth of a t-helper cell response to a human immunodeficiency virus envelope protein,Zhan X,,2003,NR,,,
"human immunodeficiency virus type 1 ((hiv-1) subtypes in the northwest region, cameroon",Abongwa LE,10.1186/s12985-019-1209-6,2019,NR,,,
"genetic diversity and drug resistance of hiv-1 among infected pregnant women newly diagnosed in luanda, angola",Sebastiao CS,10.1371/journal.pone.0225251,2019,NR,,,
human immunodeficiency virus type 1 (hiv-1) induces activation of multiple stats in cd4+ cells of lymphocyte or monocyte/macrophage lineages,Kohler JJ,,2003,NR,,,
"human immunodeficiency virus knowledge and attitudes among hospital-based healthcare professionals in guangxi zhuang autonomous region, people's republic of china",Anderson AF,,2003,NR,,,
"genetic diversity and drug resistance of hiv-1 crf55_01b in guangdong, china",Yu GuoLong,10.2174/1570162X18666200415140652,2020,NR,,,
genetic diversity and drug resistance profiles of human immunodeficiency virus type 1 (hiv-1) strains infecting pregnant women in the greater lisbon,Simoes C,10.1016/j.jcv.2016.08.182,2016,NR,,,
genetic diversity and phylogenetic analysis of human immunodeficiency virus type 1 subtypes circulating in french guiana,Kazanji M,,2001,NR,,,
genetic diversity and positive selection analysis of classical swine fever virus envelope protein gene e2 in east china under c-strain vaccination,Hu D,10.3389/fmicb.2016.00085,2016,NR,,,
"genetic diversity and primary resistance among hiv-1-positive patients from maringa, parana, brazil",Gaspareto KV,,2012,NR,,,
genetic diversity and susceptibility study of single cryptococcal isolates from hiv-infected patients in indonesia,Adawiyah R,10.1111/myc.12196,2014,NR,,,
comparing the ex vivo fitness of ccr5-tropic human immunodeficiency virus type 1 isolates of subtypes b and c,Ball SC,,2003,NR,,,
"human immunodeficiency virus type 1 (hiv-1) subtypes in the northwest region, cameroon",Abongwa,10.1186/s12985-019-1209-6,2019,NR,,,
human immunodeficiency virus type 1 elite neutralizers: individuals with broad and potent neutralizing activity identified by using a high-throughput neutralization assay together with an analytical selection algorithm,Simek MD,10.1128/JVI.00110-09,2009,NR,,,
high frequency of recombinant genomes in hiv type 1 samples from brazilian southeastern and southern regions,Guimaraes ML,,2002,NR,,,
human immunodeficiency virus type 1 env clones from acute and early subtype b infections for standardized assessments of vaccine-elicited neutralizing antibodies,Li M,10.1128/JVI.79.16.10108-10125.2005,2005,NR,,,
reverse transcriptase and protease sequence evolution in two hiv-1-infected couples,Palmer S,,2002,NR,,,
"genetic diversity and transmission networks of hiv-1 strains among men having sex with men (msm) in lome, togo",Konou AA,10.1016/j.meegid.2016.05.030,2016,NR,,,
establishment of a novel ccr5 and cxcr4 expressing cd4+ cell line which is highly sensitive to hiv and suitable for high-throughput evaluation of ccr5 and cxcr4 antagonist,Princen K,10.1186/1742-4690-1-2,2004,NR,,,
precise mapping of recombination breakpoints suggests a common parent of two bc recombinant hiv type 1 strains circulating in china,McClutchan FE,,2002,NR,,,
estimate of effective recombination rate and average selection coefficient for hiv in chronic infection,Batorsky R,10.1073/pnas.1102036108,2011,NR,,,
"genetic diversity and transmitted drug resistance in hiv-1 infected pregnant women newly diagnosed in luanda, angola",Sebastiao CS,10.1093/trstmh/trz090,2019,NR,,,
sequence variability of the integrase protein from a diverse collection of hiv type 1 isolates representing several subtypes,Burns CC,,2002,NR,,,
genetic diversity and transmitted drug resistance of hiv-1 subtypes in blood donors candidates in northern mozambique,Vubil,,2016,NR,,,
genetic diversity at endoplasmic reticulum aminopeptidases 2 (erap2) is coupled with innate resistance to hiv-1 infection,Borelli M,10.1007/s15010-011-0090-z,2011,NR,,,
analysis of partial pol and env sequences indicates a high prevalence of hiv type 1 recombinant strains circulating in gabon,Pandrea I,,2002,NR,,,
genetic diversity at endoplasmic reticulum aminopeptidases is maintained by balancing selection and is associated with natural resistance to hiv-1 infection,Cagliani R,10.1093/hmg/ddq401,2010,NR,,,
stable expression of primary human immunodeficiency virus type 1 structural gene products by use of a noncytopathic sindbis virus vector,Kong W,,2002,NR,,,
"estimates of global, regional, and national incidence, prevalence, and mortality of hiv, 1980-2015: the global burden of disease study 2015",Wang H,10.1016/S2352-3018%2816%2930087-X,2016,NR,,,
genetic diversity in envelope genes of contemporary us porcine reproductive and respiratory syndrome virus strains influences viral antigenicity,Chen Z,10.1016/j.rvsc.2017.07.027,2017,NR,,,
human immunodeficiency virus type 1 env sequences from calcutta in eastern india: identification of features that distinguish subtype c sequences in india from other subtype c sequences,Shankarappa R,,2001,NR,,,
selection for human immunodeficiency virus type 1 recombinants in a patient with rapid progression to aids,Liu SL,,2002,NR,,,
genetic diversity in the feline leukemia virus gag gene,Kawamura M,10.1016/j.virusres.2015.04.008,2015,NR,,,
genetic diversity of hiv,Diaz,,1997,NR,,,
genetic diversity of hiv in seminal plasma remains higher than in blood after short-term antiretroviral therapy,Lopez Zuniga,10.1136/sextrans-2020-054439,2020,NR,,,
human immunodeficiency virus type 1 genetic diversity in the nervous system: evolutionary epiphenomenon or disease determinant?,van Marle G,10.1080/13550280590922838,2005,NR,,,
genetic diversity of hiv reveals the epidemiological role of high risk groups in nigeria,Volz E,,2016,NR,,,
estimating hiv-1 genetic diversity in brazil through next-generation sequencing,Alves BM,10.3389/fmicb.2019.00749,2019,NR,,,
"genetic diversity of hiv-1 and transmitted drug resistance among newly diagnosed individuals with hiv infection in hangzhou, china",Zhang J,10.1002/jmv.24223,2015,NR,,,
genotypic and phenotypic analysis of a novel 15-base insertion occurring between codons 69 and 70 of hiv type 1 reverse transcriptase,Lobato RL,,2002,NR,,,
"estimating population size, hiv prevalence and hiv incidence among men who have sex with men: a case example of synthesising multiple empirical data sources and methods in san francisco",Raymond HF,10.1136/sextrans-2012-050675,2013,NR,,,
human immunodeficiency virus type 1 genomic rna sequences in the female genital tract and blood: compartmentalization and intrapatient recombination,Philpott S,,2005,NR,,,
human immunodeficiency virus type 1 subtypes prevalence in central china,Zhao F,10.3349/ymj.2009.50.5.644,2009,NR,,,
genetic diversity of hiv-1 gene vif among treatment-naive brazilians,Villanova F,10.1089/AID.2016.0230,2017,NR,,,
on-going generation of multiple forms of hiv-1 intersubtype recombinants in the yunnan province of china,Yang R,,2002,NR,,,
estimating the fraction of progeny virions that must incorporate apobec3g for suppression of productive hiv-1 infection,Thangavelu PU,10.1016/j.virol.2013.11.026,2014,NR,,,
genetic diversity of human immunodeficiency virus type 1 (hiv-1) in russia,Bobkov,,1997,NR,,,
genetic diversity of pneumocystis carinii in hiv-positive and -negative patients as revealed by pcr-sscp typing,Hauser PM,10.1097/00002030-200103090-00004,2001,NR,,,
"genetic diversity of pneumocystis carinii isolated from human immunodeficiency virus-positive patients in turin, italy",Volpe G,,2001,NR,,,
genetic diversity of protease and reverse transcriptase sequences in non-subtype-b human immunodeficiency virus type 1 strains: evidence of many minor drug resistance mutations in treatment-naive patients,Vergne L,,2000,NR,,,
"genetic diversity of recently acquired and prevalent hiv, hbv, and hcv infections in us blood donors",Delwart E,10.1111/j.1537-2995.2011.03301_1.x,2011,NR,,,
"subtypes a, c, g, and recombinant hiv type 1 are circulating in bangladesh",Ljungberg K,,2002,NR,,,
genetic diversity of the envelope glycoprotein from human immunodeficiency virus type 1 isolates of african origin,Louwagie J,,1995,NR,,,
"genetic diversity, compartmentalization, and age of hiv proviruses persisting in cd4+ t cell subsets during long-term combination antiretroviral therapy",Jones BR,10.1128/JVI.01786-19,2020,NR,,,
estimating the heritability of an hiv-1 trait in a clinical setting,Bachmann N,,2017,NR,,,
"genetic heterogeneity of hiv type 1 subtypes in kimpese, rural democratic republic of congo",Mokili JLK,10.1089/088922299310953,1999,NR,,,
genetic profiles of hiv-1 populations in patients on failing abacavir/lamivudine/zidovudine,Hong S,10.1111/j.1469-0691.2009.02858.x,2009,NR,,,
genetic selection in escherichia coli for active human immunodeficiency virus reverse transcriptase mutants,Kim B,,1997,NR,,,
genetic similarity of hiv type 1 subtype e in a recent outbreak among injecting drug users in northern vietnam to strains in guangxi province of southern china,Kato K,10.1089/088922299310250,1999,NR,,,
estimating the rate of intersubtype recombination in early hiv-1 group m strains,Ward MJ,10.1128/JVI.02478-12,2013,NR,,,
genetic subtypes of hiv-1 in the philippines,Paladin FJ,,1998,NR,,,
genetic transmission networks of hiv-1 crf07_bc strain among hiv-1 infections with virologic failure of art in a minority area of china: a population-based study,Yuan D,10.1186/s12879-020-05347-2,2020,NR,,,
"genetic variability and drug resistance mutations in hiv-1 infected individuals on haart or drug naive in limbe, cameroon",Agyingi L,,2012,NR,,,
genetic variability and function of the long terminal repeat from syncytium-inducing and non-syncytium-inducing human immunodeficiency virus type 1,Simm M,,1996,NR,,,
genetic variability at the trex1 locus is not associated with natural resistance to hiv-1 infection,Sironi M,10.1097/QAD.0b013e328354b3c2,2012,NR,,,
genetic variability in envelope-associated protein genes of closely related group a strains of respiratory syncytial virus,Zheng H,,1999,NR,,,
genetic variability of hiv type 1 in kenya,Janssens W,,1994,NR,,,
genetic variability of human immunodeficiency virus type 1 in rural northwest tanzania,Robbins,10.1089/aid.1996.12.1389,1996,NR,,,
genetic variability of the envelope gene of type d simian retrovirus-2 (srv-2) subtypes associated with saids-related retroperitoneal fibromatosis in different macaque species,Philipp-Staheli J,,2006,NR,,,
genetic variants in cyp2b6 and cyp2a6 explain interindividual variation in efavirenz plasma concentrations of hiv-infected children with diverse ethnic origin,Soeria-Atmadja S,10.1371/journal.pone.0181316,2017,NR,,,
genetic variants of hiv-1 in thailand,McCutchan FE,,1992,NR,,,
genetic variation in the ccl18-ccl3-ccl4 chemokine gene cluster influences hiv type 1 transmission and aids disease progression,Modi WS,,2006,NR,,,
genetics of hiv-1 infection: chemokine receptor ccr5 polymorphism and its consequences,Carrington M,10.1093/hmg/8.10.1939,1999,NR,,,
genital hiv shedding when antiretroviral therapy (art) suppresses plasma hiv rna,Bull ME,,2017,NR,,,
human immunodeficiency virus type 1 variability and long-term non-progression,Visco-Comandini U,,2001,NR,,,
genome-wide association studies of hiv-1 host control in ethnically diverse chinese populations,Wei Z,10.1038/srep10879,2015,NR,,,
genome-wide association study of hiv whole genome sequences validated using drug resistance,Power RA,10.1371/journal.pone.0163746,2016,NR,,,
genome-wide association study of human immunodeficiency virus (hiv)-1 coreceptor usage in treatment-naive patients from an aids clinical trials group study,Henrich TJ,10.1093/ofid/ofu018,2014,NR,,,
genome-wide characterization of endogenous retroviruses in bombyx mori reveals the relatives and activity of env genes,Feng M,10.3389/fmicb.2018.01732,2018,NR,,,
"genome-wide screening of retroviral envelope genes in the nine-banded armadillo (dasypus novemcinctus, xenarthra) reveals an unfixed chimeric endogenous betaretrovirus using the asct2 receptor",Malicorne S,10.1128/JVI.00483-16,2016,NR,,,
"genomic characterization of a novel hiv type 1 strain originating from crf07_bc and crf01_ae by heterosexual transmission in the lingshan prefecture of guangxi province, china",Jiang J,10.1089/aid.2019.0182,2020,NR,,,
"genomic characterization of a novel hiv-1 second-generation recombinant form originated from crf01-ae and crf08-bc in dali prefecture of yunnan province, china",Li L,10.1089/aid.2015.0383,2016,NR,,,
genomic cloning and complete sequence analysis of a highly divergent african human immunodeficiency virus isolate,Vanden Haesevelde M,,1994,NR,,,
genomic epidemiology of cryptococcus yeasts identifies adaptation to environmental niches underpinning infection across an african hiv/aids cohort,Vanhove M,10.1111/mec.13891,2017,NR,,,
genomic non-b dna is a new factor that influences retroviral integration: implications for hiv latency and cure-focused antiretrovirals,Ajoge H,,2015,NR,,,
"genotypes and transmitted drug resistance among treatment-naive hiv-1-infected patients in a northwestern province, china: trends from 2003 to 2013",Zhao K,10.1371/journal.pone.0109821,2014,NR,,,
genotypic and functional impact of hiv-1 adaptation to its host population during the north american epidemic,Cotton LA,10.1371/journal.pgen.1004295,2014,NR,,,
genotypic and mechanistic characterization of subtype-specific hiv adaptation to host cellular immunity,Kinloch NN,10.1128/JVI.01502-18,2019,NR,,,
genotypic and phenotypic analyses of human immunodeficiency virus type 1 in antiretroviral drug-naive nigerian patients,Agwale SM,,2006,NR,,,
genotypic and phenotypic characterization of long terminal repeat sequences from long-term survivors of human immunodeficiency virus type 1 infection,Zhang L,,1997,NR,,,
genotypic changes in human immunodeficiency virus type 1 associated with loss of suppression of plasma viral rna levels in subjects treated with ritonavir (norvir) monotherapy,Eastman,,1998,NR,,,
genotypic characterization of human immunodeficiency virus type 1 in greece,Nasioulas G,10.1089/aid.1998.14.685,1998,NR,,,
genotypic resistance profiles in antiretroviral-naive hiv-1 infections before and after initiation of first-line haart: impact of polymorphism on resistance to therapy,Sukasem C,10.1016/j.ijantimicag.2007.10.029,2008,NR,,,
genotypic resistance tests sequences reveal the role of marginalized populations in hiv-1 transmission in switzerland,Shilaih M,10.1038/srep27580,2016,NR,,,
genotypic shuffling' of sequential clones of candida albicans in hiv-infected individuals with and without symptomatic oral candidiasis,Samaranayake YH,10.1099/jmm.0.04972-0,2003,NR,,,
genotyping and antifungal susceptibility profile of sequential candida albicans isolated from the oral cavity of hiv-infected individuals,Moris DV,10.1111/j.1439-0507.2012.02206.x,2012,NR,,,
genotyping and antifungal susceptibility testing of cryptococcus neoformans isolates from cameroonian hiv-positive adult patients,Bertout S,10.1111/1469-0691.12019,2013,NR,,,
genotyping of pneumocystis jirovecii isolates from chinese hiv-infected patients based on nucleotide sequence variations in the internal transcribed spacer regions of rrna genes,Li K,10.3109/13693786.2012.695458,2013,NR,,,
genotyping of pneumocystis jirovecii isolates from human immunodeficiency virus-negative patients in china,Sun L,10.1016/j.meegid.2015.01.021,2015,NR,,,
genotyping of staphylococcus aureus colonizing hiv infected patients,Mohd-Zain Z,,2015,NR,,,
geographic distribution of hiv transmission networks in the united states,Board AR,10.1097/QAI.0000000000002448,2020,NR,,,
geographic diversity of human immunodeficiency virus type 1: serologic reactivity to env epitopes and relationship to neutralization,Cheingsong-Popov,10.1093/infdis/165.2.256,1992,NR,,,
"geographical variation in prevalence of cryptococcal antigenemia among hiv-infected, treatment-naive patients in nigeria: a multicenter cross-sectional study",Ezeanolue,10.1097/QAI.0000000000001048,2016,NR,,,
geographically structured populations of cryptococcus neoformans variety grubii in asia correlate with hiv status and show a clonal population structure,Khayhan K,10.1371/journal.pone.0072222,2013,NR,,,
girls' education and hiv risk: evidence from uganda,Alsan MM,10.1016/j.jhealeco.2013.06.002,2013,NR,,,
global analysis of sequence diversity within hiv-1 subtypes across geographic regions,Huang A,,2012,NR,,,
global epidemiology of hiv-aids,Abdool Karim SS,10.1016/j.idc.2007.01.010,2007,NR,,,
glycoprotein of human immunodeficiency virus type 1 synthesized in chronically infected molt3 cells acquires heterogeneous oligosaccharide structures,Pal R,,1993,NR,,,
estimating the respective contributions of human and viral genetic variation to hiv control,Bartha I,10.1371/journal.pcbi.1005339,2017,NR,,,
"gps-measured distance to clinic, but not self-reported transportation factors, are associated with missed hiv clinic visits in rural uganda",Siedner MJ,10.1097/QAD.0b013e32835fd873,2013,NR,,,
greater diversity of the hiv-1 v3 neutralization domain in tanzania compared with the netherlands: serological and genetic analysis,Zwart G,,1993,NR,,,
greater ethnic diversity correlates with lower hiv prevalence in africa: justification for an alloimmunity vaccine,Zamani C,10.2147/HIV.S38922,2013,NR,,,
grossly defective nef gene sequences in a human immunodeficiency virus type 1-seropositive long-term nonprogressor,Salvi R,,1998,NR,,,
"growth and geographic spread of hiv transmission clusters, united states, 2007-2012",Oster AM,,2015,NR,,,
growth of hiv-1 molecular transmission clusters in new york city,Wertheim JO,10.1093/infdis/jiy431,2018,NR,,,
guarding against emerging epidemics: addressing hiv and aids among culturally and linguistically diverse communities in nsw,McMahon T,,2010,NR,,,
gut microbial diversity in hiv infection post combined antiretroviral therapy: a key target for prevention of cardiovascular disease,El-Far,10.1097/coh.0000000000000426,2018,NR,,,
"gut microbiome, hiv-exposure, and vaccine responses in south african infants",Viljoen K,10.1186/s12879-016-1466-6,2016,NR,,,
"gut microbiota and plasma metabolites associated with diabetes in women with, or at high risk for, hiv infection",Moon J-Y,10.1016/j.ebiom.2018.10.037,2018,NR,,,
gut microbiota associated with hiv infection is significantly enriched in bacteria tolerant to oxygen,Dubourg G,10.1136/bmjgast-2016-000080,2016,NR,,,
gut microbiota is associated with the immune response to hiv-1 envelope vaccination of newborn rhesus macaques,Ardeshir A,10.1111/jmp.12383,2018,NR,,,
gut microbiota linked to sexual preference and hiv infection,Noguera-Julian M,10.1016/j.ebiom.2016.01.032,2016,NR,,,
haplotype diversity in the interleukin-4 gene is not associated with hiv-1 transmission and aids progression,Modi,10.1007/s00251-003-0541-5,2003,NR,,,
has the hiv/aids epidemic changed sexual behaviour of high risk groups in uganda?,Ntozi JP,,2003,NR,,,
hbv evolution and drug resistance emergence in hiv-hbv co-infected patients depends upon the synergistic interaction between immunological and pharmacological selective pressure,Cento V,10.1007/s15010-010-1001-4,2010,NR,,,
hbv x protein targets hiv tat-binding protein 1,Barak O,,2001,NR,,,
hcv envelope gene promiscuous prediction of epitopes using local and global genotypic variants and its utility in anti-hcv drug development employing in-silico methods,Saha K,,2013,NR,,,
hcvns3 variants in hiv/hcv coinfected patients before-after pegifn/ribavirin,Abdel-Hameed E,,2015,NR,,,
health behavior change models for hiv prevention and aids care: practical recommendations for a multi-level approach,Kaufman MR,10.1097/QAI.0000000000000236,2014,NR,,,
health care access and sexually transmitted infection screening frequency among at-risk massachusetts men who have sex with men (special issue: mentoring for diversity in the mental health of hiv/aids),Johnson,10.2105/AJPH.2007.127464,2009,NR,,,
"health care utilization and access to human immunodeficiency virus (hiv) testing and care and treatment services in a rural area with high hiv prevalence, nyanza province, kenya, 2007",Ackers M-L,10.4269/ajtmh.13-0181,2014,NR,,,
health systems and hiv treatment in sub-saharan africa: matching intervention and programme evaluation strategies,Barnighausen,10.1136/sextrans-2011-050303,2012,NR,,,
heavy marijuana use among gay and bisexual male emerging adults living with hiv/aids,Bruce,10.1080/15381501.2012.735171,2013,NR,,,
hellinger's classification of immunosuppression levels as a predictor of service usage among the hiv infected,Montoya ID,,1996,NR,,,
estimating time of hiv-1 infection from next-generation sequence diversity,Puller V,10.1371/journal.pcbi.1005775,2017,NR,,,
helper-cytotoxic t lymphocyte (ctl) determinant linkage required for priming of anti-hiv cd8+ ctl in vivo with peptide vaccine constructs,Shirai M,,1994,NR,,,
"hemo, an ancestral endogenous retroviral envelope protein shed in the blood of pregnant women and expressed in pluripotent stem cells and tumors",Heidmann O,10.1073/pnas.1702204114,2017,NR,,,
herpes simplex virus type 2 (hsv-2) seroprevalence at the time of hiv-1 diagnosis and seroincidence after hiv-1 diagnosis in an ethnically diverse cohort of hiv-1-infected persons,Ramaswamy M,,2006,NR,,,
heterogeneity in antifungal susceptibility of clones of candida albicans isolated on single and sequential visits from a hiv-infected southern chinese cohort,Samaranayake YH,,2001,NR,,,
heterogeneous hiv-1 reactivation patterns of disulfiram and combined disulfiram+romidepsin treatments,Kula A,10.1097/QAI.0000000000001958,2019,NR,,,
heterologous envelope immunogens contribute to aids vaccine protection in rhesus monkeys,Letvin NL,,2004,NR,,,
"heterologous prime-boost vaccination with dna and mva vaccines, expressing hiv-1 subtype c mosaic gag virus-like particles, is highly immunogenic in mice",Chapman R,10.1371/journal.pone.0173352,2017,NR,,,
hidden drug resistant hiv to emerge in the era of universal treatment access in southeast asia,Hoare A,10.1371/journal.pone.0010981,2010,NR,,,
high divergence within the major hiv type 1 subtype b epidemic in panama,Ahumada-Ruiz S,10.1089/aid.2008.0153,2008,NR,,,
high diversity of cryptosporidium subgenotypes identified in malaysian hiv/aids individuals targeting gp60 gene,Iqbal A,10.1371/journal.pone.0031139,2012,NR,,,
high frequency of identical lymphoma clones detected in pre-treatment tumor and plasma from untreated patients with hiv-associated lymphomas: prospective multicenter trial of the aids malignancy consortium (amc 064),Wagner-Johnston N,,2014,NR,,,
high frequency of man having sex with man with unknown duration of infection in epidemiological networks involving primary resistance in hiv-1 naive individuals,Lai A,10.1007/s15010-010-1001-4,2010,NR,,,
high frequency of new recombinant forms in hiv-1 transmission networks demonstrated by full genome sequencing,Hebberecht L,10.1016/j.meegid.2020.104365,2020,NR,,,
estimating time since infection in early homogeneous hiv-1 samples using a poisson model,Giorgi EE,10.1186/1471-2105-11-532,2010,NR,,,
high hiv prevalence and associated risk factors among transgender women in china: a cross-sectional survey,Yan H,10.1002/jia2.25417,2019,NR,,,
"high hiv risk behavior among men who have sex with men in kigali, rwanda: making the case for supportive prevention policy",Chapman J,10.1080/09540121.2010.507758,2011,NR,,,
"high hiv type 1 group m pol diversity and low rate of antiretroviral resistance mutations among the uniformed services in kinshasa, democratic republic of the congo",Djoko CF,10.1089/aid.2010.0201,2011,NR,,,
"high hiv type 1 prevalence and wide genetic diversity with dominance of recombinant strains but low level of antiretroviral drug-resistance mutations in untreated patients in northeast gabon, central africa",Mintsa-Ndong A,10.1089/aid.2008.0223,2009,NR,,,
"high hiv-1 diversity and prevalence of transmitted drug resistance among antiretroviral-naive hiv-infected pregnant women from rio de janeiro, brazil",Delatorre E,10.1089/AID.2016.0159,2017,NR,,,
high level of multidrug resistance mutations in hiv type 1 pol gene and resistance-associated mutations to enfuvirtide (t-20) among antiretroviral-experienced patients from central brazil,Cardoso LP,10.1089/aid.2009.0060,2009,NR,,,
high levels of adaptation to host cellular immunity in a concentrated north american hiv epidemic,Kinloch NN,10.1002/jia2.25148,2018,NR,,,
"high levels of syndemics and their association with adherence, viral non-suppression, and biobehavioral transmission risk in miami, a us city with an hiv/aids epidemic",Glynn TR,10.1007/s10461-019-02619-0,2019,NR,,,
high polymorphism rates in the hr1 and hr2 gp41 and presence of primary resistance-related mutations in hiv type 1 circulating in brazil: possible impact on enfuvirtide efficacy,Teixeira,10.1089/aid.2008.0297,2010,NR,,,
"high prevalence and association of hiv-1 non-b subtype with specific sexual transmission risk among antiretroviral naive patients in porto alegre, rs, brazil",Dias CF,,2009,NR,,,
high prevalence of diverse forms of hiv-1 intersubtype recombinants in central myanmar: geographical hot spot of extensive recombination,Takebe Y,,2003,NR,,,
"high prevalence of hiv infection among injection drug users (idus) in hyderabad and sukkur, pakistan",Altaf A,,2009,NR,,,
"high prevalence of hiv-1 drug resistance and dynamics of transmission among high-risk populations in port-au-prince, haiti",Jean Louis F,10.1097/QAI.0000000000002475,2020,NR,,,
high prevalence of hiv-1 drug-resistance mutations in subtype c transmitting mothers detected using 454 ultra-deep sequencing,Ledwaba J,,2015,NR,,,
"high prevalence of hiv-1 intersubtype b'/c recombinants among injecting drug users in dehong, china",Han X,10.1371/journal.pone.0065337,2013,NR,,,
"high prevalence of risk behaviour concurrent with links to other high-risk populations: a potentially explosive hiv epidemic among men who have sex with men in guangzhou, china",He Q,10.1136/sti.2009.035808,2009,NR,,,
high proportion of hiv-1 subtype f1 transmission networks among italian heterosexual males associated with introduction events from south america,Lai A,10.1007/s15010-011-0090-z,2011,NR,,,
high rate of mrsa respiratory tract colonisation in hiv-positive children in cambodia during 2004-2012,Sokolova J,,2013,NR,,,
high rates of adherence and treatment success in a public and public-private hiv clinic in india: potential benefits of standardized national care delivery systems,Shet A,,2011,NR,,,
